sim_minute,hour_of_day,solar_output_kw,consumption_kw,battery_level_kwh,net_flow_kw,time_sin,time_cos,is_deficit
0,0.0,0.0,0.0211,4.9789,-0.0211,0.0,1.0,0
1,0.0167,0.0,0.018,4.9609,-0.018,0.004363,0.99999,0
2,0.0333,0.0,0.0183,4.9426,-0.0183,0.008727,0.999962,0
3,0.05,0.0,0.0199,4.9227,-0.0199,0.01309,0.999914,0
4,0.0667,0.0,0.0211,4.9016,-0.0211,0.017452,0.999848,0
5,0.0833,0.0,0.0202,4.8814,-0.0202,0.021815,0.999762,0
6,0.1,0.0,0.0184,4.863,-0.0184,0.026177,0.999657,0
7,0.1167,0.0,0.0175,4.8455,-0.0175,0.030539,0.999534,0
8,0.1333,0.0,0.0231,4.8224,-0.0231,0.034899,0.999391,0
9,0.15,0.0,0.0222,4.8002,-0.0222,0.03926,0.999229,0
10,0.1667,0.0,0.0222,4.778,-0.0222,0.043619,0.999048,0
11,0.1833,0.0,0.0194,4.7586,-0.0194,0.047978,0.998848,0
12,0.2,0.0,0.0207,4.7379,-0.0207,0.052336,0.99863,0
13,0.2167,0.0,0.0207,4.7172,-0.0207,0.056693,0.998392,0
14,0.2333,0.0,0.0204,4.6968,-0.0204,0.061049,0.998135,0
15,0.25,0.0,0.0205,4.6763,-0.0205,0.065403,0.997859,0
16,0.2667,0.0,0.0208,4.6555,-0.0208,0.069756,0.997564,0
17,0.2833,0.0,0.0186,4.6369,-0.0186,0.074108,0.99725,0
18,0.3,0.0,0.0175,4.6194,-0.0175,0.078459,0.996917,0
19,0.3167,0.0,0.0189,4.6005,-0.0189,0.082808,0.996566,0
20,0.3333,0.0,0.0223,4.5782,-0.0223,0.087156,0.996195,0
21,0.35,0.0,0.0197,4.5585,-0.0197,0.091502,0.995805,0
22,0.3667,0.0,0.0256,4.5329,-0.0256,0.095846,0.995396,0
23,0.3833,0.0,0.0227,4.5102,-0.0227,0.100188,0.994969,0
